"Date","Product_Name","Promotion_Applied","Professions","Line_of_Business","Traffic_on_Site","Status","Campaign_Platform","Tactic_Testing","Promotion_Rate","Course_Cost","Cost_Yeild","Day_of_Week","Campaign_Cost","Leads","promo_effect","platform_effect","Sales","Conversion_Rate"
2023-01-07,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Residential",992,"Pre-Licensing","LinkedIn","A",NA,1000,NA,"Saturday",224.85,28,0.8,1.1,2,7.14
2023-01-07,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Government",626,"Other","Email","A",NA,1000,NA,"Saturday",397.41,9,0.8,1,0,0
2023-01-07,"20-Hour Mortage Broker Education","40% Off","Other","Residential",514,"Continuing Education","Facebook","B",0.4,2000,800,"Saturday",90.76,8,1.3,1,0,0
2023-01-07,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Private",787,"Other","LinkedIn","B",0.3,1000,300,"Saturday",233.56,8,1.15,1.1,0,0
2023-01-08,"Real Estate Introduction","40% Off","Appraiser","Private",998,"Continuing Education","Facebook","B",0.4,1500,600,"Sunday",266.68,6,1.3,1,1,16.67
2023-01-08,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Commerical",804,"Other","Email","B",NA,750,NA,"Sunday",55.31,9,0.8,1,0,0
2023-01-08,"Real Estate Introduction","30% Off","Appraiser","Commerical",818,"Continuing Education","Direct","B",0.3,1500,450,"Sunday",254.57,30,1.15,1.4,4,13.33
2023-01-08,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Other",269,"Continuing Education","Email","B",NA,7500,NA,"Sunday",176.66,14,0.8,1,0,0
2023-01-08,"Rental vs Sales - Defining Your Path","50% Off","Other","Government",948,"Other","LinkedIn","A",0.5,200,100,"Sunday",296.42,9,1.5,1.1,0,0
2023-01-09,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Private",128,"Continuing Education","Email","C",0.5,7500,3750,"Monday",498.29,27,1.5,1,4,14.81
2023-01-09,"Outsmartimg the 20215 Housing Market","30% Off","Other","Government",662,"Continuing Education","Email","B",0.3,1000,300,"Monday",308.31,10,1.15,1,0,0
2023-01-09,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Government",616,"Continuing Education","Email","B",NA,1000,NA,"Monday",162.02,7,0.8,1,0,0
2023-01-09,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Other","Residential",908,"Pre-Licensing","Email","A",0.3,750,225,"Monday",158.9,18,1.15,1,2,11.11
2023-01-09,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Appraiser","Private",658,"Continuing Education","Direct","B",0.5,750,375,"Monday",246.93,40,1.5,1.4,4,10
2023-01-10,"Appraisers State Exam","50% Off","Mortgage Broker","Residential",436,"Pre-Licensing","Email","C",0.5,750,375,"Tuesday",458.66,40,1.5,1,8,20
2023-01-10,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Residential",193,"Pre-Licensing","Email","A",NA,1000,NA,"Tuesday",185.45,34,0.8,1,3,8.82
2023-01-10,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Residential",839,"Pre-Licensing","Email","C",0.5,7500,3750,"Tuesday",446.24,25,1.5,1,5,20
2023-01-10,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Commerical",404,"Continuing Education","Conference","B",0.5,7500,3750,"Tuesday",291.79,29,1.5,1.3,8,27.59
2023-01-11,"75-Hr. PA Sales Pre-Licensing Course Only Package","40% Off","Appraiser","Private",533,"Other","LinkedIn","B",0.4,7500,3000,"Wednesday",219.23,20,1.3,1.1,2,10
2023-01-11,"Appraisers State Exam","None","Real Estate Agent","Residential",772,"Continuing Education","Email","B",NA,750,NA,"Wednesday",322.45,29,0.8,1,1,3.45
2023-01-11,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Commerical",368,"Pre-Licensing","Conference","B",0.3,7500,2250,"Wednesday",433.36,5,1.15,1.3,0,0
2023-01-12,"Real Estate Introduction","None","Real Estate Agent","Private",156,"Continuing Education","LinkedIn","A",NA,1500,NA,"Thursday",123.45,13,0.8,1.1,1,7.69
2023-01-12,"Rental vs Sales - Defining Your Path","None","Appraiser","Government",204,"Continuing Education","Facebook","C",NA,200,NA,"Thursday",175.6,15,0.8,1,1,6.67
2023-01-12,"Appraisers State Exam","30% Off","Mortgage Broker","Private",294,"Pre-Licensing","Facebook","C",0.3,750,225,"Thursday",368.68,10,1.15,1,1,10
2023-01-12,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Private",999,"Pre-Licensing","Direct","B",0.3,750,225,"Thursday",456.71,26,1.15,1.4,3,11.54
2023-01-13,"Real Estate Introduction","None","Appraiser","Commerical",684,"Other","LinkedIn","B",NA,1500,NA,"Friday",73.61,18,0.8,1.1,0,0
2023-01-13,"20-Hour Mortage Broker Education","40% Off","Real Estate Agent","Government",194,"Pre-Licensing","Email","B",0.4,2000,800,"Friday",67.64,14,1.3,1,1,7.14
2023-01-13,"Appraisers State Exam","40% Off","Other","Commerical",421,"Other","Conference","A",0.4,750,300,"Friday",368.85,36,1.3,1.3,3,8.33
2023-01-13,"Real Estate Introduction","50% Off","Other","Other",319,"Continuing Education","Email","C",0.5,1500,750,"Friday",235.81,39,1.5,1,7,17.95
2023-01-13,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Real Estate Agent","Commerical",200,"Pre-Licensing","Email","A",0.5,750,375,"Friday",447.29,26,1.5,1,5,19.23
2023-01-13,"Outsmartimg the 20215 Housing Market","50% Off","Appraiser","Government",883,"Pre-Licensing","Email","B",0.5,1000,500,"Friday",432.94,31,1.5,1,3,9.68
2023-01-14,"Real Estate Introduction","40% Off","Other","Private",896,"Other","Email","A",0.4,1500,600,"Saturday",240.35,24,1.3,1,1,4.17
2023-01-14,"Appraisers State Exam","40% Off","Other","Government",913,"Continuing Education","Email","C",0.4,750,300,"Saturday",92.13,13,1.3,1,1,7.69
2023-01-14,"Rental vs Sales - Defining Your Path","50% Off","Other","Residential",453,"Pre-Licensing","Email","A",0.5,200,100,"Saturday",492.41,29,1.5,1,4,13.79
2023-01-14,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Commerical",151,"Other","Conference","A",0.3,7500,2250,"Saturday",216.07,39,1.15,1.3,7,17.95
2023-01-14,"Real Estate Introduction","30% Off","Real Estate Agent","Private",176,"Pre-Licensing","Facebook","B",0.3,1500,450,"Saturday",330.98,9,1.15,1,0,0
2023-01-14,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Residential",989,"Continuing Education","Email","A",0.5,7500,3750,"Saturday",469.16,40,1.5,1,4,10
2023-01-14,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Residential",478,"Other","Direct","B",0.3,750,225,"Saturday",202.18,38,1.15,1.4,3,7.89
2023-01-15,"Real Estate Introduction","40% Off","Appraiser","Other",459,"Pre-Licensing","Email","B",0.4,1500,600,"Sunday",153.17,36,1.3,1,5,13.89
2023-01-15,"20-Hour Mortage Broker Education","40% Off","Appraiser","Commerical",401,"Pre-Licensing","Conference","C",0.4,2000,800,"Sunday",149.03,35,1.3,1.3,3,8.57
2023-01-15,"Outsmartimg the 20215 Housing Market","None","Real Estate Agent","Residential",376,"Pre-Licensing","Email","C",NA,1000,NA,"Sunday",207.41,24,0.8,1,2,8.33
2023-01-15,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Government",300,"Continuing Education","Facebook","B",0.3,1000,300,"Sunday",447.65,28,1.15,1,3,10.71
2023-01-15,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Private",891,"Pre-Licensing","Email","A",0.3,1000,300,"Sunday",286.07,8,1.15,1,0,0
2023-01-15,"Rental vs Sales - Defining Your Path","None","Other","Residential",852,"Continuing Education","Facebook","B",NA,200,NA,"Sunday",327.69,18,0.8,1,1,5.56
2023-01-15,"Outsmartimg the 20215 Housing Market","30% Off","Appraiser","Private",232,"Pre-Licensing","Direct","C",0.3,1000,300,"Sunday",322.47,20,1.15,1.4,2,10
2023-01-15,"Real Estate Introduction","30% Off","Real Estate Agent","Government",623,"Continuing Education","Email","A",0.3,1500,450,"Sunday",103.24,28,1.15,1,1,3.57
2023-01-15,"Real Estate Introduction","None","Other","Commerical",321,"Pre-Licensing","LinkedIn","C",NA,1500,NA,"Sunday",465.91,39,0.8,1.1,4,10.26
2023-01-16,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Residential",470,"Continuing Education","Facebook","A",0.3,200,60,"Monday",296.89,6,1.15,1,0,0
2023-01-16,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Appraiser","Commerical",618,"Continuing Education","Email","C",0.3,7500,2250,"Monday",176.59,14,1.15,1,1,7.14
2023-01-16,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Residential",700,"Continuing Education","Direct","B",NA,750,NA,"Monday",79.19,20,0.8,1.4,2,10
2023-01-16,"Rental vs Sales - Defining Your Path","30% Off","Appraiser","Commerical",353,"Other","Direct","B",0.3,200,60,"Monday",53.6,23,1.15,1.4,3,13.04
2023-01-17,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Residential",396,"Continuing Education","Conference","B",0.3,2000,600,"Tuesday",258.01,14,1.15,1.3,2,14.29
2023-01-17,"Rental vs Sales - Defining Your Path","40% Off","Mortgage Broker","Other",696,"Pre-Licensing","Email","A",0.4,200,80,"Tuesday",367.39,6,1.3,1,0,0
2023-01-17,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",234,"Pre-Licensing","Direct","A",0.4,1000,400,"Tuesday",482.25,26,1.3,1.4,3,11.54
2023-01-17,"Real Estate Introduction","30% Off","Mortgage Broker","Other",956,"Pre-Licensing","Direct","B",0.3,1500,450,"Tuesday",362.07,35,1.15,1.4,3,8.57
2023-01-17,"Real Estate Introduction","None","Other","Other",918,"Continuing Education","Facebook","B",NA,1500,NA,"Tuesday",422.26,37,0.8,1,4,10.81
2023-01-18,"Outsmartimg the 20215 Housing Market","None","Mortgage Broker","Commerical",422,"Continuing Education","Direct","C",NA,1000,NA,"Wednesday",183.38,17,0.8,1.4,2,11.76
2023-01-18,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Residential",940,"Other","Conference","C",0.5,200,100,"Wednesday",338.19,30,1.5,1.3,5,16.67
2023-01-18,"Real Estate Introduction","40% Off","Other","Government",486,"Pre-Licensing","Direct","A",0.4,1500,600,"Wednesday",57.45,38,1.3,1.4,10,26.32
2023-01-18,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Other",749,"Continuing Education","Email","B",0.3,7500,2250,"Wednesday",278.79,29,1.15,1,1,3.45
2023-01-18,"Real Estate Introduction","30% Off","Appraiser","Private",472,"Pre-Licensing","Facebook","B",0.3,1500,450,"Wednesday",249.32,37,1.15,1,4,10.81
2023-01-18,"20-Hour Mortage Broker Education","None","Other","Commerical",437,"Pre-Licensing","Email","A",NA,2000,NA,"Wednesday",337.18,38,0.8,1,1,2.63
2023-01-18,"20-Hour Mortage Broker Education","30% Off","Mortgage Broker","Other",347,"Continuing Education","Email","A",0.3,2000,600,"Wednesday",351.45,6,1.15,1,0,0
2023-01-18,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Government",748,"Pre-Licensing","Facebook","B",0.3,1000,300,"Wednesday",487.74,8,1.15,1,1,12.5
2023-01-19,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Private",706,"Continuing Education","Facebook","C",0.3,200,60,"Thursday",289.77,8,1.15,1,0,0
2023-01-19,"Real Estate Introduction","30% Off","Other","Commerical",922,"Other","Email","A",0.3,1500,450,"Thursday",454.03,18,1.15,1,2,11.11
2023-01-19,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Real Estate Agent","Commerical",305,"Pre-Licensing","Conference","A",NA,7500,NA,"Thursday",484.86,27,0.8,1.3,3,11.11
2023-01-20,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Government",662,"Continuing Education","Direct","B",0.5,7500,3750,"Friday",243.39,28,1.5,1.4,4,14.29
2023-01-20,"20-Hour Mortage Broker Education","None","Mortgage Broker","Private",677,"Pre-Licensing","Conference","C",NA,2000,NA,"Friday",102.52,8,0.8,1.3,0,0
2023-01-20,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Commerical",374,"Pre-Licensing","Conference","B",NA,7500,NA,"Friday",182.47,20,0.8,1.3,2,10
2023-01-20,"Rental vs Sales - Defining Your Path","40% Off","Other","Residential",615,"Pre-Licensing","Email","B",0.4,200,80,"Friday",203.55,33,1.3,1,5,15.15
2023-01-20,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Other",602,"Continuing Education","Email","A",0.3,200,60,"Friday",183.16,24,1.15,1,3,12.5
2023-01-20,"Transition from Home Real Estate to Commerical Real Estate","40% Off","Real Estate Agent","Private",884,"Pre-Licensing","Conference","C",0.4,750,300,"Friday",491.55,39,1.3,1.3,4,10.26
2023-01-21,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Real Estate Agent","Private",228,"Pre-Licensing","Email","A",0.3,750,225,"Saturday",70.22,33,1.15,1,3,9.09
2023-01-21,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Mortgage Broker","Other",181,"Other","LinkedIn","C",0.5,7500,3750,"Saturday",88.83,32,1.5,1.1,4,12.5
2023-01-21,"Appraisers State Exam","40% Off","Real Estate Agent","Other",251,"Pre-Licensing","Conference","A",0.4,750,300,"Saturday",106.89,28,1.3,1.3,5,17.86
2023-01-21,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Mortgage Broker","Residential",890,"Pre-Licensing","Email","B",0.3,750,225,"Saturday",122.26,7,1.15,1,1,14.29
2023-01-21,"Rental vs Sales - Defining Your Path","None","Other","Other",491,"Pre-Licensing","Email","B",NA,200,NA,"Saturday",421.31,22,0.8,1,1,4.55
2023-01-22,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Residential",252,"Continuing Education","Facebook","B",0.4,2000,800,"Sunday",463.55,9,1.3,1,0,0
2023-01-22,"Appraisers State Exam","None","Appraiser","Other",704,"Pre-Licensing","Email","B",NA,750,NA,"Sunday",378.71,13,0.8,1,0,0
2023-01-22,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Government",929,"Pre-Licensing","Email","A",NA,200,NA,"Sunday",345.35,40,0.8,1,2,5
2023-01-22,"Rental vs Sales - Defining Your Path","None","Other","Commerical",413,"Continuing Education","LinkedIn","A",NA,200,NA,"Sunday",309,26,0.8,1.1,2,7.69
2023-01-22,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Commerical",443,"Continuing Education","LinkedIn","B",0.4,2000,800,"Sunday",401.45,28,1.3,1.1,3,10.71
2023-01-22,"Real Estate Introduction","None","Other","Residential",908,"Continuing Education","Direct","A",NA,1500,NA,"Sunday",481.58,24,0.8,1.4,2,8.33
2023-01-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Appraiser","Government",529,"Pre-Licensing","Email","A",NA,7500,NA,"Monday",286.14,27,0.8,1,2,7.41
2023-01-23,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Mortgage Broker","Private",228,"Other","Email","B",0.5,750,375,"Monday",263.11,11,1.5,1,0,0
2023-01-23,"Transition from Home Real Estate to Commerical Real Estate","30% Off","Appraiser","Commerical",301,"Pre-Licensing","LinkedIn","A",0.3,750,225,"Monday",157.57,31,1.15,1.1,4,12.9
2023-01-23,"Transition from Home Real Estate to Commerical Real Estate","50% Off","Real Estate Agent","Commerical",589,"Pre-Licensing","LinkedIn","A",0.5,750,375,"Monday",59.28,11,1.5,1.1,1,9.09
2023-01-23,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Real Estate Agent","Private",965,"Continuing Education","LinkedIn","C",0.5,7500,3750,"Monday",252.64,11,1.5,1.1,2,18.18
2023-01-23,"Outsmartimg the 20215 Housing Market","30% Off","Real Estate Agent","Residential",117,"Pre-Licensing","Conference","C",0.3,1000,300,"Monday",444.84,24,1.15,1.3,2,8.33
2023-01-23,"Outsmartimg the 20215 Housing Market","30% Off","Other","Other",687,"Pre-Licensing","Email","B",0.3,1000,300,"Monday",297.62,27,1.15,1,3,11.11
2023-01-23,"Rental vs Sales - Defining Your Path","30% Off","Mortgage Broker","Government",119,"Pre-Licensing","LinkedIn","C",0.3,200,60,"Monday",436.42,22,1.15,1.1,3,13.64
2023-01-23,"Real Estate Introduction","40% Off","Mortgage Broker","Other",267,"Pre-Licensing","Facebook","C",0.4,1500,600,"Monday",310.55,27,1.3,1,4,14.81
2023-01-24,"Real Estate Introduction","None","Mortgage Broker","Residential",308,"Continuing Education","Email","B",NA,1500,NA,"Tuesday",321.62,23,0.8,1,1,4.35
2023-01-24,"Appraisers State Exam","None","Other","Private",644,"Continuing Education","Email","B",NA,750,NA,"Tuesday",448.88,30,0.8,1,3,10
2023-01-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Mortgage Broker","Government",811,"Continuing Education","Email","B",NA,7500,NA,"Tuesday",459.72,28,0.8,1,1,3.57
2023-01-24,"Appraisers State Exam","40% Off","Appraiser","Commerical",509,"Pre-Licensing","Email","C",0.4,750,300,"Tuesday",243.48,27,1.3,1,3,11.11
2023-01-24,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Real Estate Agent","Commerical",945,"Continuing Education","Direct","B",0.3,7500,2250,"Tuesday",90.16,22,1.15,1.4,4,18.18
2023-01-24,"Transition from Home Real Estate to Commerical Real Estate","None","Real Estate Agent","Commerical",267,"Continuing Education","Direct","B",NA,750,NA,"Tuesday",440.75,14,0.8,1.4,1,7.14
2023-01-25,"20-Hour Mortage Broker Education","50% Off","Appraiser","Commerical",462,"Pre-Licensing","LinkedIn","A",0.5,2000,1000,"Wednesday",360.57,29,1.5,1.1,3,10.34
2023-01-25,"Rental vs Sales - Defining Your Path","None","Mortgage Broker","Government",203,"Other","Direct","C",NA,200,NA,"Wednesday",333.99,21,0.8,1.4,1,4.76
2023-01-25,"20-Hour Mortage Broker Education","None","Real Estate Agent","Commerical",603,"Pre-Licensing","Conference","A",NA,2000,NA,"Wednesday",269.95,11,0.8,1.3,0,0
2023-01-25,"Outsmartimg the 20215 Housing Market","30% Off","Mortgage Broker","Commerical",300,"Continuing Education","LinkedIn","B",0.3,1000,300,"Wednesday",152.06,15,1.15,1.1,1,6.67
2023-01-26,"Outsmartimg the 20215 Housing Market","40% Off","Mortgage Broker","Commerical",983,"Pre-Licensing","Direct","B",0.4,1000,400,"Thursday",402.67,26,1.3,1.4,5,19.23
2023-01-26,"20-Hour Mortage Broker Education","40% Off","Mortgage Broker","Residential",857,"Pre-Licensing","Email","C",0.4,2000,800,"Thursday",150.31,27,1.3,1,4,14.81
2023-01-26,"Transition from Home Real Estate to Commerical Real Estate","None","Appraiser","Government",458,"Continuing Education","LinkedIn","A",NA,750,NA,"Thursday",119.09,32,0.8,1.1,1,3.12
2023-01-26,"Appraisers State Exam","None","Mortgage Broker","Residential",402,"Pre-Licensing","Email","A",NA,750,NA,"Thursday",335.09,25,0.8,1,1,4
2023-01-26,"Rental vs Sales - Defining Your Path","50% Off","Real Estate Agent","Commerical",388,"Pre-Licensing","Email","A",0.5,200,100,"Thursday",95.38,34,1.5,1,4,11.76
2023-01-26,"75-Hr. PA Sales Pre-Licensing Course Only Package","None","Other","Other",885,"Pre-Licensing","Email","C",NA,7500,NA,"Thursday",111.65,33,0.8,1,3,9.09
2023-01-27,"Appraisers State Exam","None","Real Estate Agent","Government",685,"Pre-Licensing","Email","A",NA,750,NA,"Friday",88.51,31,0.8,1,2,6.45
2023-01-28,"75-Hr. PA Sales Pre-Licensing Course Only Package","50% Off","Other","Private",337,"Pre-Licensing","Direct","C",0.5,7500,3750,"Saturday",405.59,32,1.5,1.4,5,15.62
2023-01-28,"Real Estate Introduction","None","Appraiser","Other",826,"Continuing Education","LinkedIn","A",NA,1500,NA,"Saturday",478.53,32,0.8,1.1,2,6.25
2023-01-28,"75-Hr. PA Sales Pre-Licensing Course Only Package","30% Off","Other","Government",866,"Continuing Education","Direct","C",0.3,7500,2250,"Saturday",362.65,23,1.15,1.4,4,17.39
2023-01-28,"Transition from Home Real Estate to Commerical Real Estate","None","Mortgage Broker","Commerical",665,"Continuing Education","Direct","C",NA,750,NA,"Saturday",154.11,34,0.8,1.4,4,11.76
